2004-01-01,-1.0076
2004-02-01,-1.01374636
2004-03-01,-1.018510967892
2004-04-01,-1.0222794584732005
2004-05-01,-1.0274930837114138
2004-06-01,-1.034788284605765
2004-07-01,-1.0442048579956775
2004-08-01,-1.0514098715158475
2004-09-01,-1.0548795240918498
2004-10-01,-1.0595209939978538
2004-11-01,-1.0668316888564389
2004-12-01,-1.076006441380604
2005-01-01,-1.0822472787406117
2005-02-01,-1.0886325376851813
2005-03-01,-1.0952731961650608
2005-04-01,-1.1048020729716967
2005-05-01,-1.110215603129258
2005-06-01,-1.1099935600086321
2005-07-01,-1.1127685439086537
2005-08-01,-1.1146602504332983
2005-09-01,-1.118561561309815
2005-10-01,-1.1269507730196386
2005-11-01,-1.1331490022712467
2005-12-01,-1.1372283386794233
2006-01-01,-1.143937985877632
2006-02-01,-1.1486281316197302
2006-03-01,-1.153567232585695
2006-04-01,-1.1559897237741248
2006-05-01,-1.1571457134978989
2006-06-01,-1.1547157074995533
2006-07-01,-1.1569096673438024
2006-08-01,-1.1574881221774742
2006-09-01,-1.159918847234047
2006-10-01,-1.1637465794299193
2006-11-01,-1.1673541938261522
2006-12-01,-1.1729574939565177
2007-01-01,-1.1781185069299263
2007-02-01,-1.183302228360418
2007-03-01,-1.1876804466053517
2007-04-01,-1.1906496477218649
2007-05-01,-1.193983466735486
2007-06-01,-1.1973266204423454
2007-07-01,-1.200200204331407
2007-08-01,-1.2058411452917646
2007-09-01,-1.2080116593532897
2007-10-01,-1.2116356943313493
2007-11-01,-1.2162399099698085
2007-12-01,-1.2252400853035852
2008-01-01,-1.2318563817642247
2008-02-01,-1.2378924780348692
2008-03-01,-1.2438343619294365
2008-04-01,-1.2506754509200484
2008-05-01,-1.2605557869823167
2008-06-01,-1.269883899805986
2008-07-01,-1.276614284474958
2008-08-01,-1.2801888044714878
2008-09-01,-1.2835172953631135
2008-10-01,-1.2892931231922475
2008-11-01,-1.2939345784357397
2008-12-01,-1.2975575952553595
2009-01-01,-1.3037858717125852
2009-02-01,-1.3109566940070045
2009-03-01,-1.3135786073950186
2009-04-01,-1.3198837847105147
2009-05-01,-1.326087238498654
2009-06-01,-1.3308611525572491
2009-07-01,-1.3340552193233866
2009-08-01,-1.3360563021523717
2009-09-01,-1.3392628372775373
2009-10-01,-1.3430127732219141
2009-11-01,-1.348519125592124
2009-12-01,-1.353508646356815
2010-01-01,-1.363659961204491
2010-02-01,-1.3742965089018861
2010-03-01,-1.3814428507481762
2010-04-01,-1.3893170749974408
2010-05-01,-1.3952911384199298
2010-06-01,-1.3952911384199298
2010-07-01,-1.3954306675337718
2010-08-01,-1.3959888398007851
2010-09-01,-1.4022707895798887
2010-10-01,-1.412787820501738
2010-11-01,-1.4245139594119023
2010-12-01,-1.4334883973561972
2011-01-01,-1.4453863510542535
2011-02-01,-1.4569494418626876
2011-03-01,-1.468459342453403
2011-04-01,-1.4797664793902943
2011-05-01,-1.4867213818434286
2011-06-01,-1.4889514639161938
2011-07-01,-1.4913337862584597
2011-08-01,-1.496851721267616
2011-09-01,-1.5047850353903345
2011-10-01,-1.5112556110425128
2011-11-01,-1.519114140219934
2011-12-01,-1.5267097109210335
2012-01-01,-1.5352592853021914
2012-02-01,-1.5421679520860512
2012-03-01,-1.545406504785432
2012-04-01,-1.5552971064160586
2012-05-01,-1.5608961759991564
2012-06-01,-1.5621448929399555
2012-07-01,-1.5688621159795972
2012-08-01,-1.5752944506551136
2012-09-01,-1.584273629023848
2012-10-01,-1.5936208434350887
2012-11-01,-1.6031825684956993
2012-12-01,-1.6158477107868154
2013-01-01,-1.629744001099582
2013-02-01,-1.6395224651061795
2013-03-01,-1.6472282206921784
2013-04-01,-1.6562879759059854
2013-05-01,-1.6624162414168375
2013-06-01,-1.6667385236445211
2013-07-01,-1.6672385452016145
2013-08-01,-1.6712399177100983
2013-09-01,-1.6770892574220837
2013-10-01,-1.6866486661893896
2013-11-01,-1.6957565689868124
2013-12-01,-1.711357529421491
2014-01-01,-1.7207699958333094
2014-02-01,-1.732643308804559
2014-03-01,-1.748583627245561
2014-04-01,-1.760299137548106
2014-05-01,-1.7683965135808273
2014-06-01,-1.7754700996351507
2014-07-01,-1.775647646645114
2014-08-01,-1.7800867657617268
2014-09-01,-1.7902332603265687
2014-10-01,-1.7977522400199402
2014-11-01,-1.806920776444042
2014-12-01,-1.8210147585003056
2015-01-01,-1.8435953415057094
2015-02-01,-1.866087204672079
2015-03-01,-1.8907195557737506
2015-04-01,-1.9041436646197445
2015-05-01,-1.9182343277379308
2015-06-01,-1.9333883789270605
2015-07-01,-1.9453753868764083
2015-08-01,-1.9496552127275364
2015-09-01,-1.9601833508762652
2015-10-01,-1.9762568543534504
2015-11-01,-1.9962170485824202
2015-12-01,-2.0153807322488118
2016-01-01,-2.0409760675483715
